id.outcome	exposure	outcome	id.exposure	samplesize	SNP	b	se	pval	method	nsnp	Q	Q_df	Q_pval	cat	ncase	ncontrol	pmid	subcat	trait_strict
1	fastingGlucose	Age related macular degeneration, Advanced AMD vs. Control || AMDGene || 2013	76Z1hK	NA	NA	7.884082494	6.996835303	0.132712951	Inverse variance weighted	49	42.63908088	48	0.691530852	disease	7650	51844	23455636	autoimmune	Age related macular degeneration
1	fastingGlucose	Age related macular degeneration, Advanced AMD vs. Control || AMDGene || 2013	76Z1hK	NA	NA	8.503040505	4.749535459	0.039857892	Maximum likelihood	49	43.52120045	48	0.65671358	disease	7650	51844	23455636	autoimmune	Age related macular degeneration
1	fastingGlucose	Age related macular degeneration, Advanced AMD vs. Control || AMDGene || 2013	76Z1hK	NA	NA	2.618241594	8.913498759	0.770250665	MR Egger	49	43.00744531	47	0.63861056	disease	7650	51844	23455636	autoimmune	Age related macular degeneration
1	fastingGlucose	Age related macular degeneration, Advanced AMD vs. Control || AMDGene || 2013	76Z1hK	NA	NA	8.584794256	4.775427139	0.039257946	Weighted median	49	NA	NA	NA	disease	7650	51844	23455636	autoimmune	Age related macular degeneration
1	MAP2K5_BMI	Age related macular degeneration, Advanced AMD vs. Control || AMDGene || 2013	ZSbXVn	NA	NA	14.08532372	NA	NA	Maximum likelihood	1	NA	NA	NA	disease	7650	51844	23455636	autoimmune	Age related macular degeneration
1	MAP2K5_BMI	Age related macular degeneration, Advanced AMD vs. Control || AMDGene || 2013	ZSbXVn	NA	NA	14.08532372	32.89473684	0.66851	Wald ratio	1	NA	NA	NA	disease	7650	51844	23455636	autoimmune	Age related macular degeneration
1	MAP2K5_bmi_eqtl	Age related macular degeneration, Advanced AMD vs. Control || AMDGene || 2013	5y5AFY	NA	NA	-1.139699044	0.975206309	0.225292292	Inverse variance weighted	2	0	1	1	disease	7650	51844	23455636	autoimmune	Age related macular degeneration
1	MAP2K5_bmi_eqtl	Age related macular degeneration, Advanced AMD vs. Control || AMDGene || 2013	5y5AFY	NA	NA	-1.137396989	0.913027094	0.215306627	Maximum likelihood	2	0.610606895	1	0.434559395	disease	7650	51844	23455636	autoimmune	Age related macular degeneration
1	MAP2K5_bmi_eqtl	Age related macular degeneration, Advanced AMD vs. Control || AMDGene || 2013	5y5AFY	NA	NA	-1.149063936	0.946519313	0.219329631	Weighted median	2	NA	NA	NA	disease	7650	51844	23455636	autoimmune	Age related macular degeneration
1	MC4R_BMI	Age related macular degeneration, Advanced AMD vs. Control || AMDGene || 2013	6RTcYW	NA	NA	12.32145919	15.75349117	0.288719789	Inverse variance weighted	2	0	1	1	disease	7650	51844	23455636	autoimmune	Age related macular degeneration
1	MC4R_BMI	Age related macular degeneration, Advanced AMD vs. Control || AMDGene || 2013	6RTcYW	NA	NA	12.32315632	15.40342086	0.285218	Maximum likelihood	2	0.026332709	1	0.871090434	disease	7650	51844	23455636	autoimmune	Age related macular degeneration
1	MC4R_BMI	Age related macular degeneration, Advanced AMD vs. Control || AMDGene || 2013	6RTcYW	NA	NA	12.32428675	15.4184488	0.285355159	Weighted median	2	NA	NA	NA	disease	7650	51844	23455636	autoimmune	Age related macular degeneration
1	MTNR1B_fastingGlucose	Age related macular degeneration, Advanced AMD vs. Control || AMDGene || 2013	KjEkaO	NA	NA	7.637863695	NA	NA	Maximum likelihood	1	NA	NA	NA	disease	7650	51844	23455636	autoimmune	Age related macular degeneration
1	MTNR1B_fastingGlucose	Age related macular degeneration, Advanced AMD vs. Control || AMDGene || 2013	KjEkaO	NA	NA	7.637863695	12.82051282	0.55134	Wald ratio	1	NA	NA	NA	disease	7650	51844	23455636	autoimmune	Age related macular degeneration
1	MTNR1B_gluc_eqtl	Age related macular degeneration, Advanced AMD vs. Control || AMDGene || 2013	huLf5r	NA	NA	-0.504665043	NA	NA	Maximum likelihood	1	NA	NA	NA	disease	7650	51844	23455636	autoimmune	Age related macular degeneration
1	MTNR1B_gluc_eqtl	Age related macular degeneration, Advanced AMD vs. Control || AMDGene || 2013	huLf5r	NA	NA	-0.504665043	2.409227426	0.83408	Wald ratio	1	NA	NA	NA	disease	7650	51844	23455636	autoimmune	Age related macular degeneration
1	SLC30A8_fastingGlucose	Age related macular degeneration, Advanced AMD vs. Control || AMDGene || 2013	4bXswY	NA	NA	-21.38600373	NA	NA	Maximum likelihood	1	NA	NA	NA	disease	7650	51844	23455636	autoimmune	Age related macular degeneration
1	SLC30A8_fastingGlucose	Age related macular degeneration, Advanced AMD vs. Control || AMDGene || 2013	4bXswY	NA	NA	-21.38600373	34.48275862	0.53513	Wald ratio	1	NA	NA	NA	disease	7650	51844	23455636	autoimmune	Age related macular degeneration
2	ADCY5_fastingGlucose	Age related macular degeneration, Geographic Atrophy vs. Control || AMDGene || 2013	Rh63NM	NA	NA	-67.65548215	NA	NA	Maximum likelihood	1	NA	NA	NA	disease	NA	NA	23455636	autoimmune	Age related macular degeneration
2	ADCY5_fastingGlucose	Age related macular degeneration, Geographic Atrophy vs. Control || AMDGene || 2013	Rh63NM	NA	NA	-67.65548215	43.47826087	0.11969	Wald ratio	1	NA	NA	NA	disease	NA	NA	23455636	autoimmune	Age related macular degeneration
2	ADRA2A_fastingGlucose	Age related macular degeneration, Geographic Atrophy vs. Control || AMDGene || 2013	yGboZR	NA	NA	1.023670197	NA	NA	Maximum likelihood	1	NA	NA	NA	disease	NA	NA	23455636	autoimmune	Age related macular degeneration
2	ADRA2A_fastingGlucose	Age related macular degeneration, Geographic Atrophy vs. Control || AMDGene || 2013	yGboZR	NA	NA	1.023670197	37.03703704	0.97795	Wald ratio	1	NA	NA	NA	disease	NA	NA	23455636	autoimmune	Age related macular degeneration
2	ADRA2A_gluc_eqtl	Age related macular degeneration, Geographic Atrophy vs. Control || AMDGene || 2013	O5mHVm	NA	NA	-2.770452779	NA	NA	Maximum likelihood	1	NA	NA	NA	disease	NA	NA	23455636	autoimmune	Age related macular degeneration
2	ADRA2A_gluc_eqtl	Age related macular degeneration, Geographic Atrophy vs. Control || AMDGene || 2013	O5mHVm	NA	NA	-2.770452779	1.886499489	0.14195	Wald ratio	1	NA	NA	NA	disease	NA	NA	23455636	autoimmune	Age related macular degeneration
2	BMI	Age related macular degeneration, Geographic Atrophy vs. Control || AMDGene || 2013	n9Sgm0	NA	NA	-5.678689623	4.773768055	0.118425906	Inverse variance weighted	108	149.3668861	107	0.004298328	disease	NA	NA	23455636	autoimmune	Age related macular degeneration
2	BMI	Age related macular degeneration, Geographic Atrophy vs. Control || AMDGene || 2013	n9Sgm0	NA	NA	-0.939569598	3.787030489	0.402265527	Maximum likelihood	108	150.7751162	107	0.003418072	disease	NA	NA	23455636	autoimmune	Age related macular degeneration
2	BMI	Age related macular degeneration, Geographic Atrophy vs. Control || AMDGene || 2013	n9Sgm0	NA	NA	-3.116653122	9.219990448	0.736007529	MR Egger	108	150.6804946	106	0.002852357	disease	NA	NA	23455636	autoimmune	Age related macular degeneration
2	BMI	Age related macular degeneration, Geographic Atrophy vs. Control || AMDGene || 2013	n9Sgm0	NA	NA	-0.941490652	3.222888563	0.385377842	Weighted median	108	NA	NA	NA	disease	NA	NA	23455636	autoimmune	Age related macular degeneration
2	fastingGlucose	Age related macular degeneration, Geographic Atrophy vs. Control || AMDGene || 2013	76Z1hK	NA	NA	4.799348994	6.443931985	0.22994387	Inverse variance weighted	51	48.36328638	50	0.539263969	disease	NA	NA	23455636	autoimmune	Age related macular degeneration
2	fastingGlucose	Age related macular degeneration, Geographic Atrophy vs. Control || AMDGene || 2013	76Z1hK	NA	NA	8.521287997	4.183697603	0.023491946	Maximum likelihood	51	49.29447462	50	0.501627328	disease	NA	NA	23455636	autoimmune	Age related macular degeneration
2	fastingGlucose	Age related macular degeneration, Geographic Atrophy vs. Control || AMDGene || 2013	76Z1hK	NA	NA	7.852103553	7.662876073	0.310539839	MR Egger	51	49.33931991	49	0.45955	disease	NA	NA	23455636	autoimmune	Age related macular degeneration
2	fastingGlucose	Age related macular degeneration, Geographic Atrophy vs. Control || AMDGene || 2013	76Z1hK	NA	NA	8.623015998	4.221290839	0.023183781	Weighted median	51	NA	NA	NA	disease	NA	NA	23455636	autoimmune	Age related macular degeneration
2	MAP2K5_BMI	Age related macular degeneration, Geographic Atrophy vs. Control || AMDGene || 2013	ZSbXVn	NA	NA	-20.75107163	NA	NA	Maximum likelihood	1	NA	NA	NA	disease	NA	NA	23455636	autoimmune	Age related macular degeneration
2	MAP2K5_BMI	Age related macular degeneration, Geographic Atrophy vs. Control || AMDGene || 2013	ZSbXVn	NA	NA	-20.75107163	32.89473684	0.52815	Wald ratio	1	NA	NA	NA	disease	NA	NA	23455636	autoimmune	Age related macular degeneration
2	MAP2K5_bmi_eqtl	Age related macular degeneration, Geographic Atrophy vs. Control || AMDGene || 2013	5y5AFY	NA	NA	-1.193820336	0.98194574	0.219100628	Inverse variance weighted	2	0	1	1	disease	NA	NA	23455636	autoimmune	Age related macular degeneration
2	MAP2K5_bmi_eqtl	Age related macular degeneration, Geographic Atrophy vs. Control || AMDGene || 2013	5y5AFY	NA	NA	-1.194564921	0.913027094	0.207729551	Maximum likelihood	2	0.003427924	1	0.953311749	disease	NA	NA	23455636	autoimmune	Age related macular degeneration
2	MAP2K5_bmi_eqtl	Age related macular degeneration, Geographic Atrophy vs. Control || AMDGene || 2013	5y5AFY	NA	NA	-1.19386832	0.931057529	0.210830353	Weighted median	2	NA	NA	NA	disease	NA	NA	23455636	autoimmune	Age related macular degeneration
2	MC4R_BMI	Age related macular degeneration, Geographic Atrophy vs. Control || AMDGene || 2013	6RTcYW	NA	NA	-3.446465508	14.95041959	0.427881094	Inverse variance weighted	2	0	1	1	disease	NA	NA	23455636	autoimmune	Age related macular degeneration
2	MC4R_BMI	Age related macular degeneration, Geographic Atrophy vs. Control || AMDGene || 2013	6RTcYW	NA	NA	-3.441189827	15.40342086	0.430037055	Maximum likelihood	2	0.449964336	1	0.502351891	disease	NA	NA	23455636	autoimmune	Age related macular degeneration
2	MC4R_BMI	Age related macular degeneration, Geographic Atrophy vs. Control || AMDGene || 2013	6RTcYW	NA	NA	-3.444972509	15.41312005	0.430005271	Weighted median	2	NA	NA	NA	disease	NA	NA	23455636	autoimmune	Age related macular degeneration
2	MTNR1B_fastingGlucose	Age related macular degeneration, Geographic Atrophy vs. Control || AMDGene || 2013	KjEkaO	NA	NA	4.275927928	NA	NA	Maximum likelihood	1	NA	NA	NA	disease	NA	NA	23455636	autoimmune	Age related macular degeneration
2	MTNR1B_fastingGlucose	Age related macular degeneration, Geographic Atrophy vs. Control || AMDGene || 2013	KjEkaO	NA	NA	4.275927928	12.82051282	0.73874	Wald ratio	1	NA	NA	NA	disease	NA	NA	23455636	autoimmune	Age related macular degeneration
2	MTNR1B_gluc_eqtl	Age related macular degeneration, Geographic Atrophy vs. Control || AMDGene || 2013	huLf5r	NA	NA	0.742081094	NA	NA	Maximum likelihood	1	NA	NA	NA	disease	NA	NA	23455636	autoimmune	Age related macular degeneration
2	MTNR1B_gluc_eqtl	Age related macular degeneration, Geographic Atrophy vs. Control || AMDGene || 2013	huLf5r	NA	NA	0.742081094	2.409227426	0.75807	Wald ratio	1	NA	NA	NA	disease	NA	NA	23455636	autoimmune	Age related macular degeneration
2	SLC30A8_fastingGlucose	Age related macular degeneration, Geographic Atrophy vs. Control || AMDGene || 2013	4bXswY	NA	NA	17.76913327	NA	NA	Maximum likelihood	1	NA	NA	NA	disease	NA	NA	23455636	autoimmune	Age related macular degeneration
2	SLC30A8_fastingGlucose	Age related macular degeneration, Geographic Atrophy vs. Control || AMDGene || 2013	4bXswY	NA	NA	17.76913327	34.48275862	0.60634	Wald ratio	1	NA	NA	NA	disease	NA	NA	23455636	autoimmune	Age related macular degeneration
3	ADCY5_fastingGlucose	Age related macular degeneration, Neovascular Disease vs. Control || AMDGene || 2013	Rh63NM	NA	NA	-29.80217404	NA	NA	Maximum likelihood	1	NA	NA	NA	disease	4529	51844	23455636	autoimmune	Age related macular degeneration
3	ADCY5_fastingGlucose	Age related macular degeneration, Neovascular Disease vs. Control || AMDGene || 2013	Rh63NM	NA	NA	-29.80217404	43.47826087	0.49306	Wald ratio	1	NA	NA	NA	disease	4529	51844	23455636	autoimmune	Age related macular degeneration
3	ADRA2A_fastingGlucose	Age related macular degeneration, Neovascular Disease vs. Control || AMDGene || 2013	yGboZR	NA	NA	17.82922499	NA	NA	Maximum likelihood	1	NA	NA	NA	disease	4529	51844	23455636	autoimmune	Age related macular degeneration
3	ADRA2A_fastingGlucose	Age related macular degeneration, Neovascular Disease vs. Control || AMDGene || 2013	yGboZR	NA	NA	17.82922499	37.03703704	0.63024	Wald ratio	1	NA	NA	NA	disease	4529	51844	23455636	autoimmune	Age related macular degeneration
3	ADRA2A_gluc_eqtl	Age related macular degeneration, Neovascular Disease vs. Control || AMDGene || 2013	O5mHVm	NA	NA	-0.08079179	NA	NA	Maximum likelihood	1	NA	NA	NA	disease	4529	51844	23455636	autoimmune	Age related macular degeneration
3	ADRA2A_gluc_eqtl	Age related macular degeneration, Neovascular Disease vs. Control || AMDGene || 2013	O5mHVm	NA	NA	-0.08079179	1.886499489	0.96584	Wald ratio	1	NA	NA	NA	disease	4529	51844	23455636	autoimmune	Age related macular degeneration
3	BMI	Age related macular degeneration, Neovascular Disease vs. Control || AMDGene || 2013	n9Sgm0	NA	NA	5.261724917	5.302237743	0.161641099	Inverse variance weighted	107	158.1225675	106	0.000779583	disease	4529	51844	23455636	autoimmune	Age related macular degeneration
3	BMI	Age related macular degeneration, Neovascular Disease vs. Control || AMDGene || 2013	n9Sgm0	NA	NA	7.979690017	4.047641531	0.0256398	Maximum likelihood	107	159.5299884	106	0.000602795	disease	4529	51844	23455636	autoimmune	Age related macular degeneration
3	BMI	Age related macular degeneration, Neovascular Disease vs. Control || AMDGene || 2013	n9Sgm0	NA	NA	12.90537265	10.41515553	0.218072762	MR Egger	107	159.2284757	105	0.000508096	disease	4529	51844	23455636	autoimmune	Age related macular degeneration
3	BMI	Age related macular degeneration, Neovascular Disease vs. Control || AMDGene || 2013	n9Sgm0	NA	NA	8.359584004	3.342754789	0.006960902	Weighted median	107	NA	NA	NA	disease	4529	51844	23455636	autoimmune	Age related macular degeneration
3	fastingGlucose	Age related macular degeneration, Neovascular Disease vs. Control || AMDGene || 2013	76Z1hK	NA	NA	-1.201789058	7.079166534	0.43295453	Inverse variance weighted	49	45.59837653	48	0.571789209	disease	4529	51844	23455636	autoimmune	Age related macular degeneration
3	fastingGlucose	Age related macular degeneration, Neovascular Disease vs. Control || AMDGene || 2013	76Z1hK	NA	NA	3.625729435	4.749535459	0.224484548	Maximum likelihood	49	46.56376961	48	0.531799451	disease	4529	51844	23455636	autoimmune	Age related macular degeneration
3	fastingGlucose	Age related macular degeneration, Neovascular Disease vs. Control || AMDGene || 2013	76Z1hK	NA	NA	0.89486968	9.263625845	0.92345451	MR Egger	49	46.45251589	47	0.495129969	disease	4529	51844	23455636	autoimmune	Age related macular degeneration
3	fastingGlucose	Age related macular degeneration, Neovascular Disease vs. Control || AMDGene || 2013	76Z1hK	NA	NA	3.658735394	4.768947395	0.223360074	Weighted median	49	NA	NA	NA	disease	4529	51844	23455636	autoimmune	Age related macular degeneration
3	MAP2K5_BMI	Age related macular degeneration, Neovascular Disease vs. Control || AMDGene || 2013	ZSbXVn	NA	NA	4.994867483	NA	NA	Maximum likelihood	1	NA	NA	NA	disease	4529	51844	23455636	autoimmune	Age related macular degeneration
3	MAP2K5_BMI	Age related macular degeneration, Neovascular Disease vs. Control || AMDGene || 2013	ZSbXVn	NA	NA	4.994867483	32.89473684	0.87931	Wald ratio	1	NA	NA	NA	disease	4529	51844	23455636	autoimmune	Age related macular degeneration
3	MAP2K5_bmi_eqtl	Age related macular degeneration, Neovascular Disease vs. Control || AMDGene || 2013	5y5AFY	NA	NA	-1.564875215	0.985583881	0.17890773	Inverse variance weighted	2	0	1	1	disease	4529	51844	23455636	autoimmune	Age related macular degeneration
3	MAP2K5_bmi_eqtl	Age related macular degeneration, Neovascular Disease vs. Control || AMDGene || 2013	5y5AFY	NA	NA	-1.558946012	0.913027094	0.168645577	Maximum likelihood	2	0.138285779	1	0.709991162	disease	4529	51844	23455636	autoimmune	Age related macular degeneration
3	MAP2K5_bmi_eqtl	Age related macular degeneration, Neovascular Disease vs. Control || AMDGene || 2013	5y5AFY	NA	NA	-1.567623364	0.955390927	0.174223862	Weighted median	2	NA	NA	NA	disease	4529	51844	23455636	autoimmune	Age related macular degeneration
3	MC4R_BMI	Age related macular degeneration, Neovascular Disease vs. Control || AMDGene || 2013	6RTcYW	NA	NA	15.97384412	15.93667357	0.249629221	Inverse variance weighted	2	0	1	1	disease	4529	51844	23455636	autoimmune	Age related macular degeneration
3	MC4R_BMI	Age related macular degeneration, Neovascular Disease vs. Control || AMDGene || 2013	6RTcYW	NA	NA	15.98134967	15.40342086	0.244139206	Maximum likelihood	2	0.095191765	1	0.757677838	disease	4529	51844	23455636	autoimmune	Age related macular degeneration
3	MC4R_BMI	Age related macular degeneration, Neovascular Disease vs. Control || AMDGene || 2013	6RTcYW	NA	NA	15.98423916	15.42741665	0.244358032	Weighted median	2	NA	NA	NA	disease	4529	51844	23455636	autoimmune	Age related macular degeneration
3	MTNR1B_fastingGlucose	Age related macular degeneration, Neovascular Disease vs. Control || AMDGene || 2013	KjEkaO	NA	NA	0.957747216	NA	NA	Maximum likelihood	1	NA	NA	NA	disease	4529	51844	23455636	autoimmune	Age related macular degeneration
3	MTNR1B_fastingGlucose	Age related macular degeneration, Neovascular Disease vs. Control || AMDGene || 2013	KjEkaO	NA	NA	0.957747216	12.82051282	0.94045	Wald ratio	1	NA	NA	NA	disease	4529	51844	23455636	autoimmune	Age related macular degeneration
3	MTNR1B_gluc_eqtl	Age related macular degeneration, Neovascular Disease vs. Control || AMDGene || 2013	huLf5r	NA	NA	-0.919874596	NA	NA	Maximum likelihood	1	NA	NA	NA	disease	4529	51844	23455636	autoimmune	Age related macular degeneration
3	MTNR1B_gluc_eqtl	Age related macular degeneration, Neovascular Disease vs. Control || AMDGene || 2013	huLf5r	NA	NA	-0.919874596	2.409227426	0.7026	Wald ratio	1	NA	NA	NA	disease	4529	51844	23455636	autoimmune	Age related macular degeneration
3	SLC30A8_fastingGlucose	Age related macular degeneration, Neovascular Disease vs. Control || AMDGene || 2013	4bXswY	NA	NA	-21.55493219	NA	NA	Maximum likelihood	1	NA	NA	NA	disease	4529	51844	23455636	autoimmune	Age related macular degeneration
3	SLC30A8_fastingGlucose	Age related macular degeneration, Neovascular Disease vs. Control || AMDGene || 2013	4bXswY	NA	NA	-21.55493219	34.48275862	0.53191	Wald ratio	1	NA	NA	NA	disease	4529	51844	23455636	autoimmune	Age related macular degeneration
9	BMI	Alzheimer's disease || IGAP || 2013	n9Sgm0	NA	NA	-2.3515625	NA	NA	Maximum likelihood	1	NA	NA	NA	disease	25580	48466	24162737	psychiatric / neurological	Alzheimer's disease
9	BMI	Alzheimer's disease || IGAP || 2013	n9Sgm0	NA	NA	-2.3515625	0.5078125	3.64E-06	Wald ratio	1	NA	NA	NA	disease	25580	48466	24162737	psychiatric / neurological	Alzheimer's disease
9	fastingGlucose	Alzheimer's disease || IGAP || 2013	76Z1hK	NA	NA	-3.017391304	NA	NA	Maximum likelihood	1	NA	NA	NA	disease	25580	48466	24162737	psychiatric / neurological	Alzheimer's disease
9	fastingGlucose	Alzheimer's disease || IGAP || 2013	76Z1hK	NA	NA	-3.017391304	0.617391304	1.02E-06	Wald ratio	1	NA	NA	NA	disease	25580	48466	24162737	psychiatric / neurological	Alzheimer's disease
8	ADCY5_fastingGlucose	Anorexia Nervosa || GCAN || 2014	Rh63NM	NA	NA	-0.332076432	NA	NA	Maximum likelihood	1	NA	NA	NA	disease	2907	14860	24514567	autoimmune	Anorexia Nervosa
8	ADCY5_fastingGlucose	Anorexia Nervosa || GCAN || 2014	Rh63NM	NA	NA	-0.332076432	1.571608696	0.83265541	Wald ratio	1	NA	NA	NA	disease	2907	14860	24514567	autoimmune	Anorexia Nervosa
8	BMI	Anorexia Nervosa || GCAN || 2014	n9Sgm0	NA	NA	-0.247604893	0.242543965	0.155299823	Inverse variance weighted	76	96.78422614	75	0.046084452	disease	2907	14860	24514567	autoimmune	Anorexia Nervosa
8	BMI	Anorexia Nervosa || GCAN || 2014	n9Sgm0	NA	NA	-0.154377385	0.166013327	0.177700682	Maximum likelihood	76	98.0694226	75	0.038171632	disease	2907	14860	24514567	autoimmune	Anorexia Nervosa
8	BMI	Anorexia Nervosa || GCAN || 2014	n9Sgm0	NA	NA	0.582304426	0.438383924	0.188161878	MR Egger	76	93.92821203	74	0.058879835	disease	2907	14860	24514567	autoimmune	Anorexia Nervosa
8	BMI	Anorexia Nervosa || GCAN || 2014	n9Sgm0	NA	NA	-0.156895699	0.146643044	0.144044253	Weighted median	76	NA	NA	NA	disease	2907	14860	24514567	autoimmune	Anorexia Nervosa
8	fastingGlucose	Anorexia Nervosa || GCAN || 2014	76Z1hK	NA	NA	-0.130014804	0.428972125	0.381958645	Inverse variance weighted	31	27.47134155	30	0.598429234	disease	2907	14860	24514567	autoimmune	Anorexia Nervosa
8	fastingGlucose	Anorexia Nervosa || GCAN || 2014	76Z1hK	NA	NA	-0.208829524	0.293024052	0.240778288	Maximum likelihood	31	28.41245588	30	0.548589771	disease	2907	14860	24514567	autoimmune	Anorexia Nervosa
8	fastingGlucose	Anorexia Nervosa || GCAN || 2014	76Z1hK	NA	NA	-1.62427152	0.909457125	0.084564058	MR Egger	31	26.02186844	29	0.624322033	disease	2907	14860	24514567	autoimmune	Anorexia Nervosa
8	fastingGlucose	Anorexia Nervosa || GCAN || 2014	76Z1hK	NA	NA	-0.210924807	0.294906888	0.239999817	Weighted median	31	NA	NA	NA	disease	2907	14860	24514567	autoimmune	Anorexia Nervosa
8	GIPR_bmi_eqtl	Anorexia Nervosa || GCAN || 2014	fBoVA5	NA	NA	0.079947893	NA	NA	Maximum likelihood	1	NA	NA	NA	disease	2907	14860	24514567	autoimmune	Anorexia Nervosa
8	GIPR_bmi_eqtl	Anorexia Nervosa || GCAN || 2014	fBoVA5	NA	NA	0.079947893	0.096738757	0.408559733	Wald ratio	1	NA	NA	NA	disease	2907	14860	24514567	autoimmune	Anorexia Nervosa
8	MAP2K5_BMI	Anorexia Nervosa || GCAN || 2014	ZSbXVn	NA	NA	0.754340082	NA	NA	Maximum likelihood	1	NA	NA	NA	disease	2907	14860	24514567	autoimmune	Anorexia Nervosa
8	MAP2K5_BMI	Anorexia Nervosa || GCAN || 2014	ZSbXVn	NA	NA	0.754340082	1.147368421	0.510890091	Wald ratio	1	NA	NA	NA	disease	2907	14860	24514567	autoimmune	Anorexia Nervosa
8	MAP2K5_bmi_eqtl	Anorexia Nervosa || GCAN || 2014	5y5AFY	NA	NA	-0.138976593	NA	NA	Maximum likelihood	1	NA	NA	NA	disease	2907	14860	24514567	autoimmune	Anorexia Nervosa
8	MAP2K5_bmi_eqtl	Anorexia Nervosa || GCAN || 2014	5y5AFY	NA	NA	-0.138976593	0.093775346	0.138335951	Wald ratio	1	NA	NA	NA	disease	2907	14860	24514567	autoimmune	Anorexia Nervosa
8	MC4R_BMI	Anorexia Nervosa || GCAN || 2014	6RTcYW	NA	NA	1.591214021	NA	NA	Maximum likelihood	1	NA	NA	NA	disease	2907	14860	24514567	autoimmune	Anorexia Nervosa
8	MC4R_BMI	Anorexia Nervosa || GCAN || 2014	6RTcYW	NA	NA	1.591214021	1.036276923	0.124658498	Wald ratio	1	NA	NA	NA	disease	2907	14860	24514567	autoimmune	Anorexia Nervosa
8	SLC30A8_fastingGlucose	Anorexia Nervosa || GCAN || 2014	4bXswY	NA	NA	-0.439157152	NA	NA	Maximum likelihood	1	NA	NA	NA	disease	2907	14860	24514567	autoimmune	Anorexia Nervosa
8	SLC30A8_fastingGlucose	Anorexia Nervosa || GCAN || 2014	4bXswY	NA	NA	-0.439157152	1.120965517	0.695230476	Wald ratio	1	NA	NA	NA	disease	2907	14860	24514567	autoimmune	Anorexia Nervosa
25	ADCY5_fastingGlucose	Autism || PGC || 2013	Rh63NM	NA	NA	0.732918133	NA	NA	Maximum likelihood	1	NA	NA	NA	disease	14525	14890	23453885	psychiatric / neurological	Autism
25	ADCY5_fastingGlucose	Autism || PGC || 2013	Rh63NM	NA	NA	0.732918133	1.569565217	0.64053125	Wald ratio	1	NA	NA	NA	disease	14525	14890	23453885	psychiatric / neurological	Autism
25	BMI	Autism || PGC || 2013	n9Sgm0	NA	NA	-0.150356691	0.219056426	0.247322913	Inverse variance weighted	74	108.2575855	73	0.00464573	disease	14525	14890	23453885	psychiatric / neurological	Autism
25	BMI	Autism || PGC || 2013	n9Sgm0	NA	NA	-0.015358636	0.172058045	0.464558168	Maximum likelihood	74	109.7609021	73	0.003501295	disease	14525	14890	23453885	psychiatric / neurological	Autism
